,root_term,CUI,CUI_name,root_list
3064,heart disease,C1956411;C4546066,Double outlet right ventricle with subaortic ventricular septal defect,False
3065,heart disease,C1956410,Double outlet right ventricle with noncommitted ventricular septal defect,False
3066,heart disease,C0344644;C3165091;C4546066,Double outlet right ventricle with doubly committed ventricular septal defect,False
3067,heart disease,C0344645,Double outlet from ventricle of indeterminate morphology,False
3068,heart disease,C0344646,Single outlet ventriculoarterial connection,False
3069,heart disease,C0344647;C0344648,Solitary aortic trunk with pulmonary atresia,False
3070,heart disease,C0344647;C0344648,Solitary pulmonary trunk with aortic atresia,False
3071,heart disease,C0344649,Solitary arterial trunk,False
3072,heart disease,C0344681;C3165134;C0189798;C0189992,Coronary sinus defect in left atrium,False
3073,heart disease,C0344683,Coronary sinus orifice atresia,False
3074,heart disease,C0344684,Congenital coronary sinus stenosis,False
3075,heart disease,C0344690,Abnormal connection of hepatic vein to atrium,False
3076,heart disease,C0344692;C2910124,Isomerism of atrial appendages,False
3077,heart disease,C0344693,Isomerism of right atrial appendage,False
3078,heart disease,C0344694,Isomerism of left atrial appendage,False
3079,heart disease,C0344695,Mirror imaged atria,False
3080,heart disease,C0344699,Obstructive Eustachian valve,False
3081,heart disease,C0344700;C3164137;C3164007;C3163712;C3164908,Prolapse of Eustachian valve,False
3082,heart disease,C0344701,Anomalous valve of coronary sinus,False
3083,heart disease,C0344705;C0344716,Right atrial appendage - left - juxtaposition,False
3084,heart disease,C0344707,Right atrial endocardial fibroelastosis,False
3085,heart disease,C0344708,Right atrial hypoplasia,False
3086,heart disease,C0344712;C3164435;C3164640;C3165170;C3164036;C3164779;C3164642;C3163738;C3163739;C3163744;C3164145;C3164563;C3164037;C3164778;C3164921;C3164927;C3165021,Divided left atrium,False
3087,heart disease,C0344713,Supramitral left atrial ring,False
3088,heart disease,C0344715,Left atrial appendage absent,False
3089,heart disease,C0344705;C0344716,Left atrial appendage - right - juxtaposition,False
3090,heart disease,C0344718,Left atrial endocardial fibroelastosis,False
3091,heart disease,C0344719,Left atrial hypoplasia,False
3092,heart disease,C0344723,Foramen ovale valvar aneurysm,False
3093,heart disease,C0344733,Atrial septal defect through coronary sinus orifice,False
3094,heart disease,C0344735,Atrioventricular septal defect - isolated atrial component,False
3095,heart disease,C0344736,Congenital abnormality of atrioventricular valves in atrioventricular septal defect,False
3096,heart disease,C0344739,Tricuspid annulus hypoplasia,False
3097,heart disease,C0344740,Dilatation of tricuspid annulus,False
3098,heart disease,C0344742,Overriding tricuspid valve,False
3099,heart disease,C0344743,Straddling tricuspid valve,False
3100,heart disease,C0344745,Absent tricuspid leaflet,False
3101,heart disease,C0344746,Double orifice of tricuspid valve,False
3102,heart disease,C0344748,Accessory tissue on tricuspid leaflet,False
3103,heart disease,C0344755,Parachute malformation of tricuspid valve,False
3104,heart disease,C0344756,Absent tricuspid papillary muscle,False
3105,heart disease,C0344757,Fused tricuspid papillary muscle,False
3106,heart disease,C0344758,Hypoplastic tricuspid papillary muscle,False
3107,heart disease,C4721438,Mitral valve dysplasia,False
3108,heart disease,C0344762,Mitral leaflet dysplasia,False
3109,heart disease,C0344764,Overriding mitral valve,False
3110,heart disease,C0344767,Straddling mitral valve,False
3111,heart disease,C0344771,Ebstein-like downward displacement of mitral valve,False
3112,heart disease,C0344773,Anterior leaflet of mitral valve attached to septum,False
3113,heart disease,C0344774,Accessory tissue on mitral leaflet,False
3114,heart disease,C0344780,Absent mitral papillary muscle,False
3115,heart disease,C0344781,Fused mitral papillary muscles,False
3116,heart disease,C0344782,Hypoplastic mitral papillary muscle,False
3117,heart disease,C0344783,Atrioventricular septal defect and common atrioventricular junction,False
3118,heart disease,C0344786,Atrioventricular septal defect - isolated ventricular component,False
3119,heart disease,C0344787;C3697802;C3164159,Atrioventricular septal defect: atrial and ventricular components,False
3120,heart disease,C0344788;C0344786;C0397252;C3164090;C3164617;C0344789;C0344793;C3164516;C0344790;C0344791;C3164521;C3163650;C3163651;C3163652;C3532200;C0344792,Atrioventricular septal defect - ventricular component,False
3121,heart disease,C0344789;C3164516;C0344790;C0344791;C3163651;C0344792,Atrioventricular septal defect - ventricular component under superior bridging leaflet,False
3122,heart disease,C0344790,Atrioventricular septal defect with ventricular component under superior bridging leaflet with chords at crest ventricular septum,False
3123,heart disease,C0344791,Atrioventricular septal defect with ventricular component under superior bridging leaflet with chords to papillary muscle on right ventricular side septum,False
3124,heart disease,C0344792,Atrioventricular septal defect with ventricular component under free floating superior bridging leaflet and chords to papillary muscle at right ventricular free wall,False
3125,heart disease,C0344793;C3164521;C3163650,Atrioventricular septal defect - ventricular component under inferior bridging leaflet,False
3126,heart disease,C0344794,Malaligned atrial septum,False
3127,heart disease,C0344795,Double outlet right atrium,False
3128,heart disease,C0344796,Double outlet left atrium,False
3129,heart disease,C0344828;C0265837;C3164905,Right atrioventricular valve hypoplasia,False
3130,heart disease,C3665606;C3165079,Ebstein's anomaly of right atrioventricular valve,False
3131,heart disease,C0344865;C3164887;C3165078,Ebstein's anomaly of left atrioventricular valve,False
3132,heart disease,C0344880,Congenital abnormality of ventricles and ventricular septum,False
3133,heart disease,C0344881,Tetralogy of Fallot with pulmonary stenosis,False
3134,heart disease,C0344882;C4546195,Tetralogy of Fallot with pulmonary atresia,False
3135,heart disease,C0344884,Dextraposition of aorta in Fallot's tetralogy,False
3136,heart disease,C0344885,Ventricular septal defect in Fallot's tetralogy,False
3137,heart disease,C0344889,Diffuse hypoplasia of right ventricle,False
3138,heart disease,C0344890,Hypoplasia of right ventricular inflow tract,False
3139,heart disease,C0344891;C0344892,Hypoplasia of right ventricular outflow tract,False
3140,heart disease,C0344892,Hypoplasia of right ventricular outflow tract and trabecular area,False
3141,heart disease,C0344894,Primary right ventricular endocardial fibroelastosis,False
3142,heart disease,C0344895,Two chambered right ventricle,False
3143,heart disease,C0344896,Congenital right ventricular diverticulum,False
3144,heart disease,C0344897,Congenital right ventricular aneurysm,False
3145,heart disease,C0349788;C1710291;C1832931;C1836704;C1836906;C1843896;C1857777;C1858378;C1858379;C1862511;C1864850;C1865881;C1865882;C1969081;C4274968,Arrhythmogenic right ventricular dysplasia,False
3146,heart disease,C0344899,Right ventricular outflow tract abnormality,False
3147,heart disease,C0344900;C3164978;C0397269;C1299948;C1998100;C3532183;C3532321;C3164802;C3163707;C3163712;C3164379;C3164395;C3164518;C3164548;C3164549;C3164550;C3164628;C3164903;C3532322,Right ventricular outflow tract obstruction,False
3148,heart disease,C0344901,Right ventricular outflow obstruction - localized,False
3149,heart disease,C0344902,Right ventricular outflow obstruction - tubular,False
3150,heart disease,C0344903,Right ventricular outflow tract atresia,False
3151,heart disease,C0344904,Right ventricular outflow tract absent,False
3152,heart disease,C0344906;C0344908;C0344909;C0344910,Left ventricular hypoplasia,False
3153,heart disease,C0344907,Diffuse hypoplasia of left ventricle,False
3154,heart disease,C0344908,Hypoplasia of left ventricular inflow tract,False
3155,heart disease,C0344909;C0344910,Hypoplasia of left ventricular outflow tract,False
3156,heart disease,C0344910,Hypoplasia of left ventricular outflow tract and trabecular area,False
3157,heart disease,C0344912,Abnormal left ventricular muscle band,False
3158,heart disease,C0344913,Primary left ventricular endocardial fibroelastosis,False
3159,heart disease,C0344915;C3164809,Congenital left ventricular aneurysm,False
3160,heart disease,C0344916;C2733139,Left ventricular outflow tract abnormality,False
3161,heart disease,C0344917;C0397297;C1997832;C2919827;C3532184;C3532323;C3164802;C2919439;C2919440;C2919451;C2919825;C2919934;C2919935;C3163718;C3164908,Left ventricular outflow tract obstruction,False
3162,heart disease,C0344918,Left ventricular outflow tract atresia,False
3163,heart disease,C0344919,Indeterminate ventricular outflow tract obstruction,False
3164,heart disease,C0344923;C1737729,Multiple ventricular septal defects,False
3165,heart disease,C0344924;C0397319;C1298817;C3164090;C3165035;C3532331;C3532332,Restrictive ventricular septal defect,False
3166,heart disease,C0344926,Perimembranous ventricular septal defect with extension to right ventricular inlet,False
3167,heart disease,C0344927,Perimembranous ventricular septal defect with extension to right ventricular trabecular component,False
3168,heart disease,C0344928,Perimembranous ventricular septal defect with extension to right ventricular outlet,False
3169,heart disease,C0344929,Perimembranous ventricular septal defect with extension to all right ventricular components,False
3170,heart disease,C0344930,Ventricular septal defect with malaligned outlet septum to right,False
3171,heart disease,C0344933,Ventricular septal defect with malaligned outlet septum to left,False
3172,heart disease,C0344936;C3165107;C3164752,Ventricular septal defect with absent outlet septum and overriding truncal valve,False
3173,heart disease,C0344938,Muscular ventricular septal defect in inlet septum,False
3174,heart disease,C0344939,Muscular ventricular septal defect in central trabecular septum,False
3175,heart disease,C0344940,Muscular ventricular septal defect in apical trabecular septum,False
3176,heart disease,C0344941,Muscular ventricular septal defect in marginal septum,False
3177,heart disease,C0344942;C3164752,Muscular ventricular septal defect in outlet septum,False
3178,heart disease,C0344944;C0344945;C0344946,Doubly committed subarterial ventricular septal defect,False
3179,heart disease,C0344945,Doubly committed subarterial ventricular septal defect with membranous septum extension,False
3180,heart disease,C0344946,Doubly committed subarterial ventricular septal defect with muscular posterior inferior rim,False
3181,heart disease,C0344948,Giant ventricular septal defect,False
3182,heart disease,C0344950,Subpulmonary infundibulum,False
3183,heart disease,C0344951,Subaortic infundibulum,False
3184,heart disease,C0344952,Bilateral muscular infundibula,False
3185,heart disease,C0344953,Bilateral deficient infundibula,False
3186,heart disease,C0344956,Congenital abnormality of arterial valves,False
3187,heart disease,C0344958,Truncal valve dysplasia,False
3188,heart disease,C0344962,Accessory tissue on truncal valve cusp,False
3189,heart disease,C0344971,Pulmonary valve cusp hypoplasia,False
3190,heart disease,C0344972,Pulmonary valve ring hypoplasia,False
3191,heart disease,C0344973,Commissural fusion of pulmonary valve,False
3192,heart disease,C0344974,Pulmonary valve dysplasia,False
3193,heart disease,C0344976;C0397333;C3164175;C3164812;C3164813;C2910129,Pulmonary atresia with ventricular septal defect,False
3194,heart disease,C0344978,Imperforate pulmonary valve,False
3195,heart disease,C0344983;C3165026,Absent pulmonary valve syndrome,False
3196,heart disease,C0344984,Accessory tissue on pulmonary valve cusp,False
3197,heart disease,C0344986;C3164143;C3164459,Unicuspid pulmonary valve,False
3198,heart disease,C0344987;C3164714;C3164820,Bicuspid pulmonary valve,False
3199,heart disease,C0344988,Quadricuspid pulmonary valve,False
3200,heart disease,C0344990,Aortic valve ring hypoplasia,False
3201,heart disease,C0344991,Commissural fusion of aortic valve,False
3202,heart disease,C0344992;C3164894,Eccentric opening of aortic valve,False
3203,heart disease,C0344998,Hypoplasia of aortic valve cusp,False
3204,heart disease,C0344999,Accessory tissue on aortic valve cusp,False
3205,heart disease,C0345000,Abnormal number of aortic valve cusps,False
3206,heart disease,C0345001;C3164062;C3164142,Unicuspid aortic valve,False
3207,heart disease,C0345002,Quadricuspid aortic valve,False
3208,heart disease,C0345019,Pulmonary atresia with confluent pulmonary arteries,False
3209,heart disease,C0345020;C3164111;C3164112,Pulmonary atresia with absent pulmonary artery,False
3210,heart disease,C0345055;C1996934;C1997779,Aorta to right ventricle tunnel,False
3211,heart disease,C0345108,Variant coronary origin from aortic sinus,False
3212,heart disease,C0345111,Anomalous origin of coronary artery from non-facing sinus,False
3213,heart disease,C0345112;C3531961;C3532207;C3532208;C3532210;C3532211;C3531978;C3532138,Anomalous origin of left anterior descending from right coronary artery,False
3214,heart disease,C0265902,Anomalous origin of coronary artery from pulmonary arterial tree,False
3215,heart disease,C0345115;C3472165;C3531983,Anomalous origin of coronary artery from right pulmonary artery,False
3216,heart disease,C0345116;C1735886;C3472167;C3531849;C3531983,Anomalous origin of coronary artery from left pulmonary artery,False
3217,heart disease,C0345118,Coronary orifice abnormally high,False
3218,heart disease,C0345119,Coronary orifice asymmetrical,False
3219,heart disease,C0431507,Dual coronary orifice,False
3220,heart disease,C0345122,Abnormal coronary artery course,False
3221,heart disease,C0345123;C3532085;C3532087;C3532086,Intramural coronary artery course,False
3222,heart disease,C0345124,Aberrant course of left anterior descending coronary artery from right coronary artery crossing right ventricular outflow tract,False
3223,heart disease,C0345125,Coronary artery runs between aorta and pulmonary trunk,False
3224,heart disease,C0345126,Circumflex runs posterior to pulmonary trunk,False
3225,heart disease,C0345127,Circumflex runs posterior to aorta,False
3226,heart disease,C2937219,Congenital coronary arteriovenous fistula,False
3227,heart disease,C0345132,Congenital coronary artery calcification,False
3228,heart disease,C0345135,Right dominant coronary system,False
3229,heart disease,C0345136,Left dominant coronary system,False
3230,heart disease,C0345137,Balanced coronary system,False
3231,heart disease,C0345140,Totally absent pericardium,False
3232,heart disease,C0265868,Chiari's network,False
3233,heart disease,C0040761,Complete transposition of great vessels,False
3234,heart disease,C0345054;C3164595;C3164596;C3164666;C3164667;C3164223,Aortic left ventricular tunnel,False
3235,heart disease,C0444537;C2919440,Anterolateral muscle band,False
3236,heart disease,C0444541,Bilateral isomeric atria,False
3237,heart disease,C0444542;C0344930;C0344933;C3164537;C2919935;C3164010;C3164011;C3164012;C3164034;C3164550,Malaligned outlet septum,False
3238,heart disease,C0444577,Posteromedial muscle band,False
3239,heart disease,C0450969,False tendon - heart,False
3240,heart disease,C0442888,Septoparietal trabeculations,False
3241,heart disease,C0344597,Bulbus cordis and cardiac septal closure anomalies,False
3242,heart disease,C0344963,Right hypoplastic heart syndrome,False
3243,heart disease,C0265897,Anomalous communication of coronary artery,False
3244,heart disease,C0344697;C3164779;C3164037;C3164778;C3164921;C3164927,Divided right atrium,False
3245,heart disease,C0011813;C0265863;C1395317;C3541877;C3639955;C0022521;C1844020;C1857298;C1859967;C0232300;C0345457;C1861448,Dextrocardia,False
3246,heart disease,C0265857,Uhl's disease,False
3247,heart disease,C0158623,Congenital anomaly of coronary artery,False
3248,heart disease,C0158617,Congenital insufficiency of aortic valve,False
3249,heart disease,C0265823;C0344985;C0345000,Abnormal number of cusps,False
3250,heart disease,C0158619,Congenital insufficiency of mitral valve,False
3251,heart disease,C0265919,Anomalous pulmonary venous drainage to coronary sinus,False
3252,heart disease,C0344985,Abnormal number of pulmonary valve cusps,False
3253,heart disease,C0265172,Pericarditis secondary to Mulibrey nanism,False
3254,heart disease,C0266721,Holoacardius acephalus,False
3255,heart disease,C0877888,Congenital muscular subaortic stenosis,False
3256,heart disease,C0221215;C1389018;C0031189;C0344735,Common atrioventricular canal,False
3257,heart disease,C0265822,Double cardiac valve orifice,False
3258,heart disease,C0265821,Abnormal position of cardiac valve,False
3259,heart disease,C0265836,Congenital stenosis of tricuspid valve,False
3260,heart disease,C0344686,Congenital enlargement of coronary sinus,False
3261,heart disease,C1298817,Non-restrictive ventricular septal defect,False
3262,heart disease,C0265918,Anomalous pulmonary venous drainage to right atrium,False
3263,heart disease,C0265856;C3164546,Hypoplasia of right heart,False
3264,heart disease,C1275809,L - transposition of the great vessels,False
3265,heart disease,C1275836;C3640020,D - transposition of the great vessels,False
3266,heart disease,C1302264;C1960591,Tetralogy of Fallot with absent pulmonary valve,False
3267,heart disease,C0265870,Congenital absence of coronary sinus,False
3268,heart disease,C0018817;C4700033,Congenital atrial septal defect,False
3269,heart disease,C0266719,Holoacardius amorphus,False
3270,heart disease,C0796094,"Intellectual disability, congenital heart disease, blepharophimosis, blepharoptosis and hypoplastic teeth",False
3271,heart disease,C1868705,Shone complex,False
3272,heart disease,C1531845,Congenital absence of heart structure,False
3273,heart disease,C0265851,Congenital supravalvular mitral stenosis,False
3274,heart disease,C0265812,Left ventricular-right atrial communication,False
3275,heart disease,C1563715,Andersen Tawil syndrome,False
3276,heart disease,C0022521,Kartagener syndrome,False
3277,heart disease,C1827939,Myocardial bridge of coronary artery,False
3278,heart disease,C0266720,Acardiacus anceps,False
3279,heart disease,C0265837,Congenital hypoplasia of tricuspid valve,False
3280,heart disease,C0478010,Congenital anomaly of tricuspid valve,False
3281,heart disease,C2732741,Functional single ventricle,False
3282,heart disease,C2919185,Bifid apex of heart,False
3283,heart disease,C2919282;C0397253,Atrioventricular septal defect with common atrioventricular orifice,False
3284,heart disease,C2919935,Left ventricular outflow tract obstruction due to malaligned outlet septum,False
3285,heart disease,C2919417;C3163652,Atrioventricular septal defect with separate atrioventricular orifices,False
3286,heart disease,C2919439,Left ventricular outflow tract obstruction due to subpulmonary fibromuscular shelf,False
3287,heart disease,C2919934,Left ventricular outflow tract obstruction due to fibromuscular tunnel,False
3288,heart disease,C2919440,Left ventricular outflow tract obstruction due to anterolateral muscle band,False
3289,heart disease,C2919596;C2919597,Atrioventricular septal defect with ventricular imbalance consisting of dominant left ventricle and hypoplastic right ventricle,False
3290,heart disease,C2919347,Apex of heart anterior to cardiac base,False
3291,heart disease,C2919675,Aortic orifice left side by side with respect to pulmonary orifice,False
3292,heart disease,C2919346;C2919408;C2919905,Aortic orifice anterior with respect to pulmonary orifice,False
3293,heart disease,C2919596;C2919597,Atrioventricular septal defect with ventricular imbalance consisting of dominant right ventricle and hypoplastic left ventricle,False
3294,heart disease,C2919827,Left ventricular outflow tract obstruction due to diaphragm,False
3295,heart disease,C2919438,Right atrioventricular valve leaflets absent in double inlet ventricle (unguarded orifice),False
3296,heart disease,C2919281,Atrioventricular septal defect with additional muscular ventricular septal defect,False
3297,heart disease,C2919243;C2919858,Aortic orifice posterior with respect to pulmonary orifice,False
3298,heart disease,C2919183,Apex of heart posterior to cardiac base,False
3299,heart disease,C2919451,Left ventricular outflow tract obstruction due to aneurysm of membranous septum,False
3300,heart disease,C2919825,Left ventricular outflow tract obstruction due to atrioventricular valve,False
3301,heart disease,C2919858,Aortic orifice posterior left with respect to pulmonary orifice,False
3302,heart disease,C2919408,Aortic orifice anterior right with respect to pulmonary orifice,False
3303,heart disease,C2919905,Aortic orifice anterior left with respect to pulmonary orifice,False
3304,heart disease,C2959688,Abnormal atrial arrangement,False
3305,heart disease,C2960778,Premature restriction of foramen ovale,False
3306,heart disease,C2960459,Criss-cross heart with rightward rotation,False
3307,heart disease,C2959874;C2960247;C2919596;C2919597,Ventricular imbalance with dominant left ventricle and hypoplastic right ventricle,False
3308,heart disease,C2959754,Two atrioventricular valves in double inlet ventricle,False
3309,heart disease,C2959462,Aortic orifice right side by side with respect to pulmonary orifice,False
3310,heart disease,C2959823;C3163740;C3164920,Midline apex of heart,False
3311,heart disease,C2959602;C3164657;C3532330;C3532335;C3165035;C3165078;C3165079;C3532333;C3532338;C3532331;C3532332;C3532336;C3532337,Functionally univentricular heart,False
3312,heart disease,C2959905,Solitary ventricle of indeterminate morphology,False
3313,heart disease,C2959622,Double outlet right ventricle with intact ventricular septum,False
3314,heart disease,C2959521;C2959874;C2960247;C2919596;C2919597,Ventricular imbalance,False
3315,heart disease,C2959874;C2960247;C2919596;C2919597,Ventricular imbalance with dominant right ventricle and hypoplastic left ventricle,False
3316,heart disease,C2960236,Criss-cross heart with leftward rotation,False
3317,heart disease,C3163894,Diverticulum of coronary sinus,False
3318,heart disease,C3163742,Interatrial communication through coronary sinus orifice,False
3319,heart disease,C3164640;C3163744;C3164145;C3164921;C3164927;C3164563;C3165021,Divided left atrium with all pulmonary veins to proximal chamber and then to left atrium,False
3320,heart disease,C3164927;C3164563;C3165021,Divided left atrium with all pulmonary veins to proximal chamber without communication to left atrium,False
3321,heart disease,C3164009,Hypoplasia of left heart without intrinsic valve stenosis and without atresia,False
3322,heart disease,C3164010,Ventricular septal defect with anterior malaligned outlet septum with overriding pulmonary valve,False
3323,heart disease,C3164011,Ventricular septal defect with posterior malaligned outlet septum with overriding aortic valve,False
3324,heart disease,C3164012,Ventricular septal defect with posterior malaligned outlet septum with overriding pulmonary valve,False
3325,heart disease,C3164013;C3163750;C3163745;C3163914;C3164277;C3164926;C0489462;C0344607;C2959874;C2960247;C0265812;C0344626;C0397279;C3532320;C0339891;C0339892;C0397350;C0397351;C0397352;C1996934;C1997779;C2919596;C2919597;C0344947,Right ventricle to left of left ventricle,False
3326,heart disease,C3164020,Continuity between mitral valve and pulmonary valve,False
3327,heart disease,C3164122,Discontinuity between mitral valve and pulmonary valve,False
3328,heart disease,C3164007,Prolapse of Eustachian valve through atrial septum,False
3329,heart disease,C3164137,Prolapse of Eustachian valve through tricuspid valve,False
3330,heart disease,C3164142,Unicommissural unicuspid aortic valve,False
3331,heart disease,C3164143,Unicommissural unicuspid pulmonary valve,False
3332,heart disease,C3164034,Ventricular septal defect with anterior malaligned outlet septum with overriding aortic valve,False
3333,heart disease,C3164614,Congenital midvalvar ring of mitral leaflet,False
3334,heart disease,C3163803,Restrictive interatrial communication with obligatory shunt,False
3335,heart disease,C3164274,Congenital prolapse of aortic valve,False
3336,heart disease,C3163826,Congenital abnormality of left atrium,False
3337,heart disease,C3164620,Congenital abnormality of middle cardiac vein,False
3338,heart disease,C3165162,Congenital abnormality of tricuspid chordae tendinae,False
3339,heart disease,C3165185,Congenital abnormality of tricuspid leaflet,False
3340,heart disease,C3164812,Pulmonary atresia and ventricular septal defect with aorta from left ventricle,False
3341,heart disease,C3164813,Pulmonary atresia and ventricular septal defect with aorta from right ventricle,False
3342,heart disease,C3164277,Right ventricle posterior to left ventricle,False
3343,heart disease,C3163736,Ventricular septal defect of inlet of right aspect of ventricular septum,False
3344,heart disease,C3164622,Congenital abnormality of atrial septum,False
3345,heart disease,C3163827,Congenital aneurysm of subaortic left ventricle,False
3346,heart disease,C3165134,Completely unroofed coronary sinus defect in left atrium,False
3347,heart disease,C3164887,Ebstein's anomaly of left sided tricuspid valve with discordant atrioventricular connections,False
3348,heart disease,C3165020,Univentricular atrioventricular connection with absent right sided atrioventricular connection,False
3349,heart disease,C3164840,Double outlet ventriculoarterial connections,False
3350,heart disease,C3165155,Congenital abnormality of aortic valve cusp,False
3351,heart disease,C3165156;C3164486;C3164620;C3165157;C3165167,Congenital abnormality of cardiac vein,False
3352,heart disease,C2063351,Residual ventricular septal defect,False
3353,heart disease,C3164435,Divided left atrium with restrictive outlet of proximal chamber to left atrium,False
3354,heart disease,C3163777,Common arterial trunk with pulmonary arteries arising from trunk and unobstructed aortic arch,False
3355,heart disease,C3164503,Single ventricular outlet above right ventricle,False
3356,heart disease,C3164504,Single ventricular outlet above left ventricle,False
3357,heart disease,C3164379,Right ventricular outflow tract obstruction due to aneurysm of membranous septum,False
3358,heart disease,C3164459,Acommissural unicuspid pulmonary valve,False
3359,heart disease,C0397254;C3164048,Atrioventricular septal defect associated with tetralogy of Fallot,False
3360,heart disease,C3164809,Congenital left ventricular submitral valve aneurysm,False
3361,heart disease,C0344930;C0344933;C3164537;C3164010;C3164011;C3164012;C3164034,Ventricular septal defect with malaligned outlet septum,False
3362,heart disease,C3165167,Congenital abnormality of posterior cardiac vein of left ventricle,False
3363,heart disease,C3165168,Congenital abnormality of right atrium,False
3364,heart disease,C3165170,Divided left atrium with nonrestrictive outlet of proximal chamber to left atrium,False
3365,heart disease,C3163818,Single inlet ventricle with absent atrioventricular connection,False
3366,heart disease,C3163877,Congenital abnormality of tricuspid papillary muscle,False
3367,heart disease,C3163878,Ebstein's anomaly with functional tricuspid stenosis,False
3368,heart disease,C3163819,Uniatrial biventricular connection with absent right sided atrioventricular connection with straddling valve,False
3369,heart disease,C3163710,Single ventricular outlet above ventricle of indeterminate morphology,False
3370,heart disease,C3163711,Hepatic vein to coronary sinus,False
3371,heart disease,C3163712,Right ventricular outflow tract obstruction due to prolapse of Eustachian valve,False
3372,heart disease,C3164395,Right ventricular outflow tract obstruction due to prolapsed arterial valve,False
3373,heart disease,C3164062,Acommissural unicuspid aortic valve,False
3374,heart disease,C3164223,Aortic left ventricular tunnel with right coronary artery from tunnel,False
3375,heart disease,C3163914,Right ventricle inferior to left ventricle,False
3376,heart disease,C3164100;C3164101,Right superior caval vein connecting to coronary sinus,False
3377,heart disease,C3164159,Atrioventricular septal defect with atrial and ventricular components and separate atrioventricular valves,False
3378,heart disease,C3164160;C3164089;C3164443;C3164161;C3164444;C3164449;C3164450;C3164451,Atrioventricular septal defect with atrioventricular valve regurgitation,False
3379,heart disease,C3163784,Common arterial trunk with crossed over pulmonary arteries,False
3380,heart disease,C3164175,Pulmonary atresia with ventricular septal defect of Fallot type,False
3381,heart disease,C3164497;C3164011;C3164034,Aortic valve overriding ventricular septum,False
3382,heart disease,C3163675,Bipartite right ventricle,False
3383,heart disease,C3164541,Anomalous coronary venous return,False
3384,heart disease,C3163650,Atrioventricular septal defect with ventricular component and interchordal shunting under inferior bridging leaflet,False
3385,heart disease,C3163651,Atrioventricular septal defect with ventricular component and interchordal shunting under superior bridging leaflet,False
3386,heart disease,C3163652,Atrioventricular septal defect with ventricular component and shunting under connecting tongue with separate orifices,False
3387,heart disease,C3163740,Midline posterior apex of heart,False
3388,heart disease,C3163741,Coronary sinus drainage cephalad to left superior caval vein,False
3389,heart disease,C3164641,Malalignment of aortic sinus in relation to pulmonary sinus,False
3390,heart disease,C3164546,Vascular ring with malrotation and dextroversion of heart and hypoplasia of right lung and left arterial duct,False
3391,heart disease,C3164548,Right ventricular outflow tract obstruction due to common atrioventricular valve,False
3392,heart disease,C3164549,Right ventricular outflow tract obstruction due to fibromuscular shelf,False
3393,heart disease,C3164550,Right ventricular outflow tract obstruction due to malaligned outlet septum,False
3394,heart disease,C3164642;C3164036;C3164779;C3163738;C3163739;C3164037;C3164778,Divided left atrium with some pulmonary veins to proximal chamber,False
3395,heart disease,C3164090,Atrioventricular septal defect with restrictive ventricular component,False
3396,heart disease,C3164919,Coronary sinus drainage cephalad to right superior caval vein,False
3397,heart disease,C3164920,Midline anterior apex of heart,False
3398,heart disease,C3164649,Subaortic stenosis due to common atrioventricular valve,False
3399,heart disease,C3165026,Absent pulmonary valve syndrome with ventricular septal defect of non Fallot type,False
3400,heart disease,C3165029,Superior to inferior ventricular relationship,False
3401,heart disease,C3165030,Systemic to pulmonary collateral artery from coronary artery,False
3402,heart disease,C3164262,Congenital deformity of mitral valve annulus,False
3403,heart disease,C3165091;C4546066,Double outlet right ventricle with doubly committed ventricular septal defect and pulmonary stenosis,False
3404,heart disease,C3164934,Unipartite right ventricle,False
3405,heart disease,C3164651,Congenital abnormality of pulmonary valve cusp,False
3406,heart disease,C3163706,Single ventricular outlet above both ventricles,False
3407,heart disease,C3164404,Anterior deviation of infundibular septum of Fallot type,False
3408,heart disease,C3164982,Uniatrial biventricular connection with absent left sided atrioventricular connection with straddling valve,False
3409,heart disease,C3164983,Univentricular atrioventricular connection with absent left sided atrioventricular connection,False
3410,heart disease,C3164548;C3164628,Right ventricular outflow tract obstruction due to atrioventricular valve,False
3411,heart disease,C3164332,Absent aortic valve cusp,False
3412,heart disease,C3164429,Indeterminate atrial arrangement,False
3413,heart disease,C3164657,Common atrioventricular valve in functionally univentricular heart,False
3414,heart disease,C3164452,Common arterial trunk with pulmonary origin from truncal valve sinus,False
3415,heart disease,C3164802,Obstruction of right ventricular outflow tract due to aortico-left ventricular tunnel,False
3416,heart disease,C3165107,Ventricular septal defect with absent outlet septum and overriding truncal valve with extension of membranous septum,False
3417,heart disease,C3164992,Anterior-posterior orientation of bicuspid aortic valve,False
3418,heart disease,C3164766,Bicuspid truncal valve,False
3419,heart disease,C1956412,Double outlet right ventricle with subpulmonary ventricular septal defect,False
3420,heart disease,C3163671,Common arterial trunk with obstruction of aortic arch,False
3421,heart disease,C3164529,Right-left orientation of bicuspid aortic valve,False
3422,heart disease,C3164908,Left ventricular outflow tract obstruction due to prolapse of Eustachian valve,False
3423,heart disease,C3164752,Ventricular septal defect with absent outlet septum and overriding truncal valve with inferior muscular rim,False
3424,heart disease,C3164595,Aortico-left ventricular tunnel of simple type,False
3425,heart disease,C3164596,Aortico-left ventricular tunnel with aneurysm of intracardiac septal wall and aneurysm of extracardiac aortic wall,False
3426,heart disease,C3165096,Multiple mitral papillary muscles with hammock valve,False
3427,heart disease,C3165130;C0344944;C0344945;C0344946,Subarterial ventricular septal defect,False
